bookkeeping,category,child_dialect_count,child_family_count,child_language_count,description,family_pk,father_pk,hid,id,jsondata,latitude,level,longitude,macroareas,markup_description,name,newick,pk
False,Spoken L1 Language,0,0,0,,68,68,wao,wapp1239,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""https://endangeredlanguages.com/lang/1150"", ""label"": ""Wappo""}, {""url"": ""https://grambank.clld.org/languages/wapp1239"", ""label"": ""Wappo""}, {""url"": ""https://lexibank.clld.org/languages/johanssonsoundsymbolic-Wappo"", ""label"": ""Wappo""}, {""url"": ""https://wals.info/languoid/lect/wals_code_wap"", ""label"": ""Wappo""}, {""url"": ""https://en.wikipedia.org/wiki/Wappo_language"", ""label"": null}, {""url"": ""https://phoible.org/languages/wapp1239"", ""label"": null}, {""url"": ""https://www.wikidata.org/entity/Q56530"", ""label"": null}], ""meds"": [[""142480"", ""grammar"", 1929, 202, ""Paul Radin 1929""], [""107149"", ""phonology_or_text"", 1924, 147, ""Paul Radin 1924""], [""571746"", ""wordlist_or_less"", 1922, 19, ""Gifford, E. W. 1922""]]}",38.25,language,-122.5,North America,,Wappo,'Wappo [wapp1239][wao]-l-':1,607
False,Spoken L1 Language,0,0,0,,72,72,xhu,hurr1240,"{""iso_retirement"": null, ""ethnologue_comment"": {""isohid"": ""xhu"", ""comment_type"": ""missing"", ""ethnologue_versions"": [""E16"", ""E17"", ""E18"", ""E19"", ""E20"", ""E21"", ""E22"", ""E23"", ""E24"", ""E25"", ""E26"", ""E27"", ""E28""], ""comment"": ""A number of ancient European and Ancient Near Eastern languages are not listed in E16/E17/E18/E19/E20/E21/E22/E23/E24/E25/E26/E27/E28. One of them is Hurrian (**hh:g:Wegner:Hurritisch**).""}, ""links"": [{""url"": ""https://grambank.clld.org/languages/hurr1240"", ""label"": ""Hurrian""}, {""url"": ""https://en.wikipedia.org/wiki/Hurrian_language"", ""label"": null}, {""url"": ""https://www.wikidata.org/entity/Q35740"", ""label"": null}], ""meds"": [[""26093"", ""long_grammar"", 1964, 451, ""Frederic W. Bush 1964""], [""122365"", ""grammar"", 1941, 227, ""Speiser, Ephraim A. 1941""], [""18892"", ""grammar_sketch"", 1939, 36, ""E. A. Speiser 1939""]]}",40.7339,language,43.3154,Eurasia,,Hurrian,'Hurrian [hurr1240][xhu]-l-':1,610
False,Spoken L1 Language,0,0,0,,72,72,xur,urar1245,"{""iso_retirement"": null, ""ethnologue_comment"": {""isohid"": ""xur"", ""comment_type"": ""missing"", ""ethnologue_versions"": [""E16"", ""E17"", ""E18"", ""E19"", ""E20"", ""E21"", ""E22"", ""E23"", ""E24"", ""E25"", ""E26"", ""E27"", ""E28""], ""comment"": ""A number of ancient European and Ancient Near Eastern languages are not listed in E16/E17/E18/E19/E20/E21/E22/E23/E24/E25/E26/E27/E28. One of them is Urartian (**hh:g:Benedict:Urartian**).""}, ""links"": [{""url"": ""https://www.wikidata.org/entity/Q36934"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Urartian_language"", ""label"": null}], ""meds"": [[""120284"", ""grammar"", 1958, 232, ""Warren C. Benedict 1958""], [""317295"", ""grammar_sketch"", 1954, 256, ""I. I. Me\u0161\u010daninov 1954, 1962""]]}",38.5,language,43.3425,Eurasia,,Urartian,'Urartian [urar1245][xur]-l-':1,611
False,Spoken L1 Language,0,0,0,,79,79,pef,nort2967,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""https://www.wikidata.org/entity/Q3396018"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Northeastern_Pomo_language"", ""label"": null}], ""meds"": [[""543142"", ""phonology_or_text"", 2016, 12, ""N. Alexander Walker 2016""], [""157804"", ""wordlist_or_less"", 1908, 16, ""Barrett, Samuel A. 1908""]]}",39.2894,language,-122.509,North America,,Northeastern Russian River Pomo,'Northeastern Russian River Pomo [nort2967][pef]-l-':1,617
False,Spoken L1 Language,0,0,0,,79,79,pom,sout2982,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""https://endangeredlanguages.com/lang/4987"", ""label"": ""Southeastern Pomo""}, {""url"": ""https://www.wikidata.org/entity/Q3396025"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Southeastern_Pomo_language"", ""label"": null}, {""url"": ""https://phoible.org/languages/sout2982"", ""label"": null}, {""url"": ""https://wals.info/languoid/lect/wals_code_pso"", ""label"": ""Pomo (Southeastern)""}], ""meds"": [[""550906"", ""grammar"", 1970, 254, ""Moshinsky, Julius 1970""], [""157804"", ""wordlist_or_less"", 1908, 16, ""Barrett, Samuel A. 1908""], [""38887"", ""wordlist_or_less"", 1877, 1, ""J. W. Powell 1877""]]}",38.9354,language,-122.599,North America,,Southeastern Pomo,'Southeastern Pomo [sout2982][pom]-l-':1,618
False,Spoken L1 Language,0,0,0,,82,82,tms,tima1241,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""https://endangeredlanguages.com/lang/1439"", ""label"": ""Tima""}, {""url"": ""https://grambank.clld.org/languages/tima1241"", ""label"": ""Tima""}, {""url"": ""https://lexibank.clld.org/languages/johanssonsoundsymbolic-Tima"", ""label"": ""Tima""}, {""url"": ""https://wals.info/languoid/lect/wals_code_tia"", ""label"": ""Tima""}, {""url"": ""https://en.wikipedia.org/wiki/Tima_language"", ""label"": null}, {""url"": ""https://www.wikidata.org/entity/Q36684"", ""label"": null}], ""meds"": [[""42620"", ""long_grammar"", 2009, 344, ""Alamin Mubarak, Suzan 2009""], [""38684"", ""wordlist_or_less"", 1916, 7, ""Meinhof, Carl 1916-1917""]]}",11.7176,language,29.1632,Africa,,Tima,'Tima [tima1241][tms]-l-':1,622
False,Spoken L1 Language,0,0,0,,83,83,noa,woun1238,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""https://endangeredlanguages.com/lang/864"", ""label"": ""Waunana""}, {""url"": ""https://wals.info/languoid/lect/wals_code_wau"", ""label"": ""Waunana""}, {""url"": ""https://grambank.clld.org/languages/woun1238"", ""label"": ""Woun Meu""}, {""url"": ""https://lexibank.clld.org/languages/hubercolumbian-Wounaan"", ""label"": ""Wounaan""}, {""url"": ""https://lexibank.clld.org/languages/chaconcolumbian-Wounaan"", ""label"": ""wounaan""}, {""url"": ""https://en.wikipedia.org/wiki/Wounaan_language"", ""label"": null}, {""url"": ""https://phoible.org/languages/woun1238"", ""label"": null}, {""url"": ""https://www.wikidata.org/entity/Q3111873"", ""label"": null}], ""meds"": [[""128072"", ""grammar"", 1977, 175, ""S\u00e1nchez A., Micaela and Binder, Ronald E. and Castro G., Olga 1977""], [""138312"", ""grammar"", 1954, 153, ""Loewen, Jacob A. 1954""], [""49145"", ""wordlist_or_less"", 1935, 74, ""Henry Wass\u00e9n 1935""], [""125334"", ""wordlist_or_less"", 1891, 8, ""Daniel G. Brinton 1891""]]}",8.5,language,-78.0,South America,,Woun Meu,'Woun Meu [woun1238][noa]-l-':1,625
False,Spoken L1 Language,0,0,0,,86,86,aqm,atoh1238,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""https://www.wikidata.org/entity/Q11732297"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Atohwaim_language"", ""label"": null}], ""meds"": [[""577230"", ""wordlist_or_less"", 2002, 6, ""Sidabutar, Anna 2002""], [""570016"", ""wordlist_or_less"", 1987, 4, ""Duane Clouse 1987""], [""141825"", ""wordlist_or_less"", 1971, 2, ""C. L. Voorhoeve 1971""]]}",-6.27123,language,138.666,Papunesia,,Atohwaim,'Atohwaim [atoh1238][aqm]-l-':1,628
False,Spoken L1 Language,0,0,0,,87,87,goe,gong1251,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""https://endangeredlanguages.com/lang/5636"", ""label"": ""Gongduk""}, {""url"": ""https://www.wikidata.org/entity/Q2669221"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Gongduk_language"", ""label"": null}], ""meds"": [[""660591"", ""phonology_or_text"", 2005, 115, ""Dasho Sangay Dorji and Col. Wangdi Tshering and Namgay Thinley and Gyembo Dorji and Phuntsho Wangdi and Lekyi Tshering and Sangay Phuntsho 2005""], [""121417"", ""wordlist_or_less"", 2001, 6, ""George van Driem 2001""]]}",27.066,language,91.1686,Eurasia,,Gongduk,'Gongduk [gong1251][goe]-l-':1,641
False,Spoken L1 Language,4,0,0,,87,87,ole,olek1239,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""https://endangeredlanguages.com/lang/4919"", ""label"": ""Olekha""}, {""url"": ""https://www.wikidata.org/entity/Q3695204"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/%CA%BCOle_language"", ""label"": null}], ""meds"": [[""549580"", ""grammar_sketch"", 2016, 15, ""Gwendolyn Hyslop 2016""], [""323956"", ""wordlist_or_less"", 2012, 14, ""Bodt, Timotheus A. 2012""], [""78206"", ""wordlist_or_less"", 1995, 11, ""van Driem, George 1995""], [""570731"", ""wordlist_or_less"", 1992, 2, ""van Driem, George 1992""]]}",27.2079,language,90.5546,Eurasia,,Olekha,"('''Ole [olee1239]':1,('Northeastern Olekha [nort3291]':1,'Southeastern Olekha [sout3272]':1)'Eastern Black Mountain Mönpa [east2810]':1)'Olekha [olek1239][ole]-l-':1",648
False,Spoken L1 Language,0,0,0,,95,95,ner,yaha1248,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""https://www.wikidata.org/entity/Q8046778"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Yahadian_language"", ""label"": null}], ""meds"": [[""24826"", ""phonology_or_text"", 1987, 2, ""Berry, Keith and Berry, Christine 1987""], [""126692"", ""wordlist_or_less"", 1975, 1, ""C. L. Voorhoeve 1975""], [""17111"", ""wordlist_or_less"", 1955, 1, ""Galis, Klaas Wilhelm 1955""], [""126844"", ""wordlist_or_less"", 1953, 1, ""Cowan, H. K. J. 1953""]]}",-1.94317,language,132.096,Papunesia,,Yahadian,'Yahadian [yaha1248][ner]-l-':1,662
False,Spoken L1 Language,0,0,0,,95,95,knd,kond1303,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""https://www.wikidata.org/entity/Q11732340"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Konda_language_(Papuan)"", ""label"": null}, {""url"": ""https://phoible.org/languages/kond1303"", ""label"": null}], ""meds"": [[""574797"", ""phonology_or_text"", 2019, 75, ""Mayor, Infak Insaswar 2019""], [""24826"", ""phonology_or_text"", 1987, 2, ""Berry, Keith and Berry, Christine 1987""], [""126692"", ""wordlist_or_less"", 1975, 1, ""C. L. Voorhoeve 1975""], [""17111"", ""wordlist_or_less"", 1955, 1, ""Galis, Klaas Wilhelm 1955""], [""126844"", ""wordlist_or_less"", 1953, 1, ""Cowan, H. K. J. 1953""]]}",-1.82635,language,132.06,Papunesia,,Yaben (Konda),'Yaben {Konda} [kond1303][knd]-l-':1,663
False,Spoken L1 Language,0,0,0,,96,96,oon,onge1236,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""https://wals.info/languoid/lect/wals_code_ong"", ""label"": ""Onge""}, {""url"": ""https://en.wikipedia.org/wiki/Onge_language"", ""label"": null}, {""url"": ""https://phoible.org/languages/onge1236"", ""label"": null}, {""url"": ""https://www.wikidata.org/entity/Q2475551"", ""label"": null}, {""url"": ""https://endangeredlanguages.com/lang/4925"", ""label"": ""\u00d6nge""}, {""url"": ""https://grambank.clld.org/languages/onge1236"", ""label"": ""\u00d6nge""}], ""meds"": [[""674855"", ""grammar"", 1982, 0, ""Dasgupta, D. and Sharma, S. R. 1982""], [""164714"", ""grammar_sketch"", 1966, 30, ""Ganguly, Pranab 1966""], [""300647"", ""wordlist_or_less"", 1964, 19, ""R. C. Nigam 1964""], [""551111"", ""wordlist_or_less"", 1962, 42, ""R. C. Nigam 1962, 1962, 1963, 1963""], [""548060"", ""wordlist_or_less"", 1954, 29, ""Lidio Cipriani 1954""], [""548059"", ""wordlist_or_less"", 1953, 22, ""Lidio Cipriani 1953""], [""548609"", ""wordlist_or_less"", 1929, 14, ""Egon von Eickstedt 1929""], [""548610"", ""wordlist_or_less"", 1928, 10, ""Egon von Eickstedt 1928""], [""687154"", ""wordlist_or_less"", 1903, 0, ""Temple, R. C. 1903""]]}",10.6926,language,92.4707,Eurasia,,Önge,'Önge [onge1236][oon]-l-':1,664
False,Spoken L1 Language,0,0,0,,96,96,anq,jara1245,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""https://endangeredlanguages.com/lang/3845"", ""label"": ""Jarawa""}, {""url"": ""https://lexibank.clld.org/languages/johanssonsoundsymbolic-Jarawa"", ""label"": ""Jarawa""}, {""url"": ""https://wals.info/languoid/lect/wals_code_jrw"", ""label"": ""Jarawa (in Andamans)""}, {""url"": ""https://en.wikipedia.org/wiki/Jarawa_language_(Andaman_Islands)"", ""label"": null}, {""url"": ""https://www.wikidata.org/entity/Q2475526"", ""label"": null}], ""meds"": [[""313903"", ""long_grammar"", 2012, 357, ""Pramod Kumar 2012""], [""680842"", ""grammar"", 2003, 0, ""Kumar, Pramod 2003""], [""106595"", ""phonology_or_text"", 2000, 60, ""R. Senkuttuvan 2000""], [""686135"", ""phonology_or_text"", 1982, 0, ""Senkuttuvan, R. 1982""], [""135415"", ""wordlist_or_less"", 1979, 22, ""Nair, V. S. 1979""], [""54573"", ""wordlist_or_less"", 1853, 8, ""Earl, George Windsor 1853""], [""89238"", ""wordlist_or_less"", 1795, 6, ""R. H. Colebrooke 1795""]]}",11.6089,language,92.658,Eurasia,,Jarawa (India),'Jarawa {India} [jara1245][anq]-l-':1,665
False,Spoken L1 Language,6,0,0,,99,99,pua,west2631,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""https://www.wikidata.org/entity/Q16114351"", ""label"": null}], ""meds"": [[""119061"", ""long_grammar"", 1991, 604, ""Paul de Wolf 1991""], [""138808"", ""grammar_sketch"", 1984, 27, ""Paul Friedrich 1984""], [""102406"", ""phonology_or_text"", 1971, 324, ""Paul Friedrich 1971""]]}",19.5392,language,-102.154,North America,,Western Highland Purepecha,"('Cheran-Tanaco-Paracho [cher1274]':1,'Eleven Pueblos [elev1234]':1,'Pamatácuaro [pama1256]':1,'San José-Ocumicho [sanj1290]':1,'San Lorenzo [sanl1251]':1,'Tarecuato [tare1240]':1)'Western Highland Purepecha [west2631][pua]-l-':1",668
False,Spoken L1 Language,7,0,0,,99,99,tsz,pure1242,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""https://grambank.clld.org/languages/pure1242"", ""label"": ""Purepecha""}, {""url"": ""https://lexibank.clld.org/languages/johanssonsoundsymbolic-Purepecha"", ""label"": ""Purepecha""}, {""url"": ""https://wals.info/languoid/lect/wals_code_pur"", ""label"": ""Pur\u00e9pecha""}, {""url"": ""https://en.wikipedia.org/wiki/Pur%C3%A9pecha_language"", ""label"": null}, {""url"": ""https://phoible.org/languages/pure1242"", ""label"": null}, {""url"": ""https://www.wikidata.org/entity/Q36803"", ""label"": null}], ""meds"": [[""60074"", ""long_grammar"", 1998, 809, ""Chamoreau, Claudine 1998""], [""314425"", ""long_grammar"", 1574, 450, ""de Lagunas, Juan Baptista 1574""], [""134112"", ""long_grammar"", 1558, 374, ""M. Gilberti 1898 [1558]""]]}",19.2467,language,-101.631,North America,,Purepecha,"('Comachuén-Turicuaro [coma1247]':1,'Cuanajó [cuan1234]':1,'Eastern Lake Patzcuaro [east2899]':1,'Lake Patzcuaro Islands and Western Shore [lake1262]':1,'Northern Lake Patzcuaro [nort3409]':1,'Zapacu [zapa1254]':1,'Zipiajo [zipi1234]':1)'Purepecha [pure1242][tsz]-l-':1",669
False,Spoken L1 Language,3,0,0,,103,103,ury,orya1242,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""https://grambank.clld.org/languages/orya1242"", ""label"": ""Orya""}, {""url"": ""https://lexibank.clld.org/languages/transnewguineaorg-orya"", ""label"": ""Orya""}, {""url"": ""https://wals.info/languoid/lect/wals_code_ory"", ""label"": ""Orya""}, {""url"": ""https://en.wikipedia.org/wiki/Orya_language"", ""label"": null}, {""url"": ""https://www.wikidata.org/entity/Q7105295"", ""label"": null}], ""meds"": [[""580046"", ""grammar_sketch"", 2000, 54, ""Fields, Philip C. 2000""], [""118873"", ""grammar_sketch"", 1997, 33, ""Fields, Phillip C. 1997""], [""27456"", ""phonology_or_text"", 1991, 28, ""Philip C. Fields 1991""], [""661270"", ""phonology_or_text"", 1990, 82, ""Ruben Supra and Niko Gw\u00ebr and Fields, Philip C. 1990""], [""139265"", ""wordlist_or_less"", 1983, 8, ""W. A. L. Stokhof 1983""], [""557565"", ""wordlist_or_less"", 1911, 2, ""J. Th. Stroeve 1911""]]}",-2.76483,language,139.89,Papunesia,,Orya,"('Orya Barat [bara1373]':1,'Orya Timur [timu1264]':1,'Yapsi-Taja [yaps1238]':1)'Orya [orya1242][ury]-l-':1",675
False,Spoken L1 Language,0,0,0,,104,104,pay,pech1241,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""https://endangeredlanguages.com/lang/4946"", ""label"": ""Pech""}, {""url"": ""https://grambank.clld.org/languages/pech1241"", ""label"": ""Pech""}, {""url"": ""https://lexibank.clld.org/languages/constenlachibchan-Pech"", ""label"": ""Pech""}, {""url"": ""https://wals.info/languoid/lect/wals_code_pec"", ""label"": ""Pech""}, {""url"": ""https://en.wikipedia.org/wiki/Paya_language"", ""label"": null}, {""url"": ""https://phoible.org/languages/pech1241"", ""label"": null}, {""url"": ""https://www.wikidata.org/entity/Q4898889"", ""label"": null}], ""meds"": [[""106626"", ""grammar_sketch"", 1927, 83, ""Eduard Conzemius 1927, 1928""], [""676189"", ""wordlist_or_less"", 1922, 7, ""D\u00edaz Estrada, David 1949 [1922-1923]""], [""29669"", ""wordlist_or_less"", 1897, 0, ""Membre\u00f1o, Alberto 1897""]]}",15.8033,language,-85.558,North America,,Pech,'Pech [pech1241][pay]-l-':1,678
False,Spoken L1 Language,0,0,0,,109,109,xla,kamu1260,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""https://endangeredlanguages.com/lang/10744"", ""label"": ""Kamula""}, {""url"": ""https://grambank.clld.org/languages/kamu1260"", ""label"": ""Kamula""}, {""url"": ""https://lexibank.clld.org/languages/johanssonsoundsymbolic-Kamula"", ""label"": ""Kamula""}, {""url"": ""https://lexibank.clld.org/languages/transnewguineaorg-kamula"", ""label"": ""Kamula""}, {""url"": ""https://en.wikipedia.org/wiki/Kamula_language"", ""label"": null}, {""url"": ""https://www.wikidata.org/entity/Q10957277"", ""label"": null}], ""meds"": [[""104618"", ""grammar_sketch"", 1994, 101, ""Routamaa, Judy 1994""], [""477944"", ""wordlist_or_less"", 1979, 31, ""Daniel Shaw 1979""], [""112728"", ""wordlist_or_less"", 1976, 3, ""Ger P. Reesink 1976""]]}",-7.28798,language,142.639,Papunesia,,Kamula,'Kamula [kamu1260][xla]-l-':1,688
False,Spoken L1 Language,0,0,0,,110,110,NOCODE_Konomihu,kono1241,"{""iso_retirement"": null, ""ethnologue_comment"": {""isohid"": ""NOCODE_Konomihu"", ""comment_type"": ""missing"", ""ethnologue_versions"": [""E16"", ""E17"", ""E18"", ""E19"", ""E20"", ""E21"", ""E22"", ""E23"", ""E24"", ""E25"", ""E26"", ""E27"", ""E28""], ""comment"": ""Konomihu, an extinct poorly attested somewhat mysterious Shastan language, is missing from E16/E17/E18/E19/E20/E21/E22/E23/E24/E25/E26/E27/E28 (**hh:hv:Silver:Shasta-Konomihu**, **hh:hvb:Golla:California**, **hh:hvw:Dixon:Shasta-Achumawi**, **hh:soc:Larsson:Konomihu**).""}, ""links"": [{""url"": ""https://www.wikidata.org/entity/Q3198734"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Konomihu_language"", ""label"": null}], ""meds"": [[""110977"", ""wordlist_or_less"", 1905, 1, ""Roland B. Dixon 1905""]]}",41.263356,language,-123.310776,North America,,Konomihu,'Konomihu [kono1241]-l-':1,691
False,Spoken L1 Language,3,0,0,,115,115,knm,kana1291,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""https://endangeredlanguages.com/lang/1458"", ""label"": ""Dyap\u00e1""}, {""url"": ""https://www.wikidata.org/entity/Q3438373"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Kanamar%C3%AD_language"", ""label"": null}, {""url"": ""https://wals.info/languoid/lect/wals_code_cnm"", ""label"": ""Canamar\u00ed""}], ""meds"": [[""9415"", ""long_grammar"", 2011, 448, ""dos Anjos, Zoraide 2011""], [""92398"", ""grammar"", 1985, 0, ""Groth, Christa 1985""], [""9856"", ""phonology_or_text"", 1973, 11, ""Wiebe, B. 1973""], [""34092"", ""wordlist_or_less"", 1955, 21, ""Carvalho, Jos\u00e9 C\u00e2ndido de Melo 1955""], [""79048"", ""wordlist_or_less"", 1867, 3, ""von Martius, Carl Friedrich Philip 1867""]]}",-6.45399,language,-68.7678,South America,,Katukína-Kanamarí,"('Kanamarí do Juruá-Japurá-Xeruã-Itaquaí-Jutaí [cuti1242]':1,'Katukína do Biá-Ipixuna [katu1276]':1,'Tshom-Djapa [tsho1239]':1)'Katukína-Kanamarí [kana1291][knm]-l-':1",694
False,Spoken L1 Language,0,0,0,,115,115,xat,kata1270,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""https://endangeredlanguages.com/lang/3103"", ""label"": ""Katawixi""}, {""url"": ""https://www.wikidata.org/entity/Q3440512"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Katawixi_language"", ""label"": null}], ""meds"": [[""35998"", ""wordlist_or_less"", 1949, 1, ""\u010cestm\u00edr Loukotka 1949""], [""110895"", ""wordlist_or_less"", 1921, 7, ""Rivet, Paul and Constant Tastevin 1921""], [""17968"", ""wordlist_or_less"", 1919, 2, ""Tastevin, Constant 1919""]]}",-7.25015,language,-64.8319,South America,,Katawixi,'Katawixi [kata1270][xat]-l-':1,695
False,Spoken L1 Language,2,0,0,,119,119,kjq,west2632,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""https://wals.info/languoid/lect/wals_code_aco"", ""label"": ""Acoma""}, {""url"": ""https://endangeredlanguages.com/lang/650"", ""label"": ""Acoma-Laguna""}, {""url"": ""https://grambank.clld.org/languages/west2632"", ""label"": ""Western Keres""}, {""url"": ""https://phoible.org/languages/west2632"", ""label"": null}, {""url"": ""https://www.wikidata.org/entity/Q12645568"", ""label"": null}], ""meds"": [[""145675"", ""long_grammar"", 1990, 807, ""Valiquette, Hilaire Paul 1990""], [""54516"", ""grammar"", 1965, 259, ""Miller, Wick R. 1965""], [""577479"", ""grammar_sketch"", 1940, 186, ""Spencer, Robert Francis 1940""], [""310324"", ""wordlist_or_less"", 1879, 6, ""Albert S. Gatschet 1879""], [""313255"", ""wordlist_or_less"", 1850, 2, ""J. H. Simpson 1850""]]}",34.9733,language,-107.517,North America,,Western Keres,"('Acoma Keres [acom1246]':1,'Laguna Keres [lagu1251]':1)'Western Keres [west2632][kjq]-l-':1",708
False,Spoken L1 Language,5,0,0,,119,119,kee,east1472,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""https://endangeredlanguages.com/lang/6511"", ""label"": ""Rio Grande Keresan""}, {""url"": ""https://www.wikidata.org/entity/Q15649021"", ""label"": null}, {""url"": ""https://wals.info/languoid/lect/wals_code_ksa"", ""label"": ""Keresan (Santa Ana)""}], ""meds"": [[""59538"", ""grammar"", 1960, 193, ""Davis, Irvine Elwin 1960""], [""313126"", ""grammar_sketch"", 1959, 16, ""Fox, J. R. 1959""], [""674913"", ""phonology_or_text"", 1958, 0, ""Davis, Irvine Elwin 1958""]]}",35.5216,language,-106.453,North America,,Eastern Keres,"('Cochiti [coch1273]':1,'San Felipe [sanf1260]':1,'Santa Ana [sant1426]':1,'Santo Domingo [sant1425]':1,'Zia {United States} [ziaa1251]':1)'Eastern Keres [east1472][kee]-l-':1",709
False,Spoken L1 Language,7,0,0,,121,121,tli,tlin1245,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""https://wals.info/languoid/lect/wals_code_tli"", ""label"": ""Tlingit""}, {""url"": ""https://en.wikipedia.org/wiki/Tlingit_language"", ""label"": null}, {""url"": ""https://phoible.org/languages/tlin1245"", ""label"": null}, {""url"": ""https://www.wikidata.org/entity/Q27792"", ""label"": null}, {""url"": ""https://endangeredlanguages.com/lang/850"", ""label"": ""\u0141ing\u00edt (Tlingit)""}], ""meds"": [[""318318"", ""long_grammar"", 2013, 1351, ""Keri M. Eggleston 2013""], [""160265"", ""long_grammar"", 1991, 532, ""Leer, Jeffry A. 1991""], [""168182"", ""grammar"", 1977, 0, ""Dominicks, Vesta L. and Natkong, Charles. (participant) 1977""], [""172419"", ""grammar"", 1975, 0, ""Leer, Jeff 1975""], [""172585"", ""grammar"", 1972, 0, ""Story, Gillian L 1972""], [""172295"", ""grammar"", 1915, 0, ""Boas, Franz 1915""], [""470800"", ""grammar"", 1905, 0, ""Kelly, William A. and Willard, Frances H 1905""], [""680225"", ""grammar"", 1904, 0, ""Kelly, William A. and Willard, Frances. H. 1904""], [""47480"", ""grammar_sketch"", 1885, 218, ""Aurel Krause 1885""], [""578267"", ""grammar_sketch"", 1846, 81, ""Veniaminov, Ivan 1846""], [""166205"", ""grammar_sketch"", 1840, 0, ""Leer, Jeff and Veniaminov, Ivan and Johnson, Edward M. (translator) 1840""], [""172560"", ""grammar_sketch"", 1830, 0, ""Khlebnikov, Kirill Timofeevich 1830""], [""172236"", ""grammar_sketch"", 1813, 0, ""Kruzenshtern, Ivan Fedorovich 1813""], [""167135"", ""grammar_sketch"", 1805, 0, ""Rezanof, Nikolai Petrovich 1805""], [""172226"", ""wordlist_or_less"", 1801, 0, ""Roblet, Claude 1801""], [""172227"", ""wordlist_or_less"", 1799, 0, ""Sturgis, William 1799""], [""313322"", ""wordlist_or_less"", 1798, 0, ""La P\u00e9rouse, Jean Fran\u00e7ois de Galaup 1798, 1797, 1798, 1798""], [""172221"", ""wordlist_or_less"", 1789, 0, ""Portlock, Nathaniel 1789""], [""172218"", ""wordlist_or_less"", 1741, 0, ""Chirikov, Aleksie Il'ich 1741""]]}",59.4447,language,-135.29,North America,,Tlingit,"(('Central Northern Tlingit [cent2372]':1,'Gulf Coast Northern Tlingit [gulf1243]':1,'Inland Northern Tlingit [inla1272]':1,'Transitional Northern Tlingit [tran1298]':1)'Northern Tlingit [nort3355]':1,'Southern Tlingit [sout3338]':1,'Tongass [tong1333]':1)'Tlingit [tlin1245][tli]-l-':1",712
