bookkeeping,category,child_dialect_count,child_family_count,child_language_count,description,family_pk,father_pk,hid,id,jsondata,latitude,level,longitude,macroareas,markup_description,name,newick,pk
False,Spoken L1 Language,0,0,0,,7,444,wpc,maco1239,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""https://grambank.clld.org/languages/maco1239"", ""label"": ""Maco""}, {""url"": ""https://endangeredlanguages.com/lang/3018"", ""label"": ""Mako""}, {""url"": ""https://en.wikipedia.org/wiki/Wir%C3%B6_language"", ""label"": null}, {""url"": ""https://www.wikidata.org/entity/Q12953684"", ""label"": null}], ""meds"": [[""472188"", ""long_grammar"", 2015, 589, ""Ros\u00e9s Labrada, Jorge E. 2015""], [""321648"", ""phonology_or_text"", 2013, 21, ""Jorge Emilio Ros\u00e9s Labrada 2013""], [""80153"", ""wordlist_or_less"", 2011, 6, ""Harald Hammarstr\u00f6m 2011""], [""35998"", ""wordlist_or_less"", 1949, 1, ""\u010cestm\u00edr Loukotka 1949""]]}",4.5621,language,-66.5813,South America,,Maco,'Maco [maco1239][wpc]-l-':1,1912
False,Spoken L1 Language,0,0,0,,7,444,pid,piar1243,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""https://endangeredlanguages.com/lang/2954"", ""label"": ""Piaroa""}, {""url"": ""https://www.wikidata.org/entity/Q3382207"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Piaroa_language"", ""label"": null}, {""url"": ""https://phoible.org/languages/piar1243"", ""label"": null}, {""url"": ""https://wals.info/languoid/lect/wals_code_pia"", ""label"": ""Piaroa""}], ""meds"": [[""79351"", ""long_grammar"", 1989, 330, ""Krute, Laurence Dana 1989""], [""671206"", ""grammar"", 1976, 0, ""B-, Pedro J. Kris\u00f3logo 1976""], [""151196"", ""phonology_or_text"", 1964, 13, ""Antol\u00ednez, Gilberto 1964""], [""134914"", ""wordlist_or_less"", 1907, 35, ""Tavera-Acosta, Bartolom\u00e9 1907""], [""111533"", ""wordlist_or_less"", 1889, 17, ""J. Chaffanjon 1889""], [""149475"", ""wordlist_or_less"", 1882, 17, ""Jules Crevaux and P. Sagot and Adam, Lucien 1882""]]}",4.41805,language,-67.7574,South America,,Piaroa,'Piaroa [piar1243][pid]-l-':1,1913
False,Spoken L1 Language,1,0,0,,9,450,kxz,kere1286,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""https://www.wikidata.org/entity/Q6393847"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Kerewo_language"", ""label"": null}], ""meds"": [[""8510"", ""phonology_or_text"", 1951, 7, ""Stefan Wurm 1951""], [""149992"", ""wordlist_or_less"", 1913, 8, ""Anonymous, {} 1913""]]}",-7.551,language,144.309,Papunesia,,Kerewo,('Gibario [giba1247]':1)'Kerewo [kere1286][kxz]-l-':1,1920
False,Spoken L1 Language,0,0,0,,9,450,mdb,mori1271,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""https://www.wikidata.org/entity/Q6912195"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Morigi_language"", ""label"": null}], ""meds"": [[""8510"", ""phonology_or_text"", 1951, 7, ""Stefan Wurm 1951""], [""136864"", ""wordlist_or_less"", 1924, 1, ""Alex C. Rentoul 1924""], [""81764"", ""wordlist_or_less"", 1923, 1, ""Sidney H. Ray 1923""], [""321109"", ""wordlist_or_less"", 1915, 1, ""Anonymous, {} 1915""], [""69040"", ""wordlist_or_less"", 1907, 1, ""Sidney H. Ray 1907""]]}",-7.62961,language,143.88,Papunesia,,Morigi,'Morigi [mori1271][mdb]-l-':1,1921
False,Spoken L1 Language,3,0,0,,14,458,jaa,jama1261,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""https://endangeredlanguages.com/lang/2924"", ""label"": ""Jamamad\u00ed""}, {""url"": ""https://lexibank.clld.org/languages/johanssonsoundsymbolic-Jamamadi"", ""label"": ""Jamamad\u00ed""}, {""url"": ""https://grambank.clld.org/languages/jama1261"", ""label"": ""Madi""}, {""url"": ""https://en.wikipedia.org/wiki/Mad%C3%AD_language"", ""label"": null}, {""url"": ""https://phoible.org/languages/jama1261"", ""label"": null}, {""url"": ""https://www.wikidata.org/entity/Q3053275"", ""label"": null}], ""meds"": [[""151442"", ""long_grammar"", 2004, 656, ""R. M. W. Dixon 2004""], [""62796"", ""grammar"", 2003, 254, ""Alan Vogel 2003""], [""120904"", ""grammar_sketch"", 1989, 84, ""Vogel, Alan 1989""], [""75144"", ""grammar_sketch"", 1986, 15, ""Campbell, Barbara 1986""], [""21520"", ""phonology_or_text"", 1985, 36, ""Campbell, Barbara 1985""], [""72942"", ""phonology_or_text"", 1970, 0, ""Cho, Seung-bog 1970""], [""96887"", ""wordlist_or_less"", 1938, 42, ""Paul Rivet and Tastevin, Constant 1938, 1938, 1939""], [""91186"", ""wordlist_or_less"", 1897, 7, ""Paul Ehrenreich 1897""]]}",-7.62223,language,-66.5662,South America,,Madi,"('Banawa [bana1307]':1,'Eastern Jamamadi [east2800]':1,'Jarawara [jara1276]':1)'Madi [jama1261][jaa]-l-':1",1937
False,Spoken L1 Language,3,0,0,,18,464,niy,ngit1239,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""https://grambank.clld.org/languages/ngit1239"", ""label"": ""Ngiti""}, {""url"": ""https://wals.info/languoid/lect/wals_code_nti"", ""label"": ""Ngiti""}, {""url"": ""https://en.wikipedia.org/wiki/Ngiti_language"", ""label"": null}, {""url"": ""https://phoible.org/languages/ngit1239"", ""label"": null}, {""url"": ""https://www.wikidata.org/entity/Q7022396"", ""label"": null}], ""meds"": [[""145707"", ""long_grammar"", 1994, 531, ""Kutsch Lojenga, Constance 1994""], [""675734"", ""grammar_sketch"", 1993, 0, ""Duzoro Adido, Patrice 1993""], [""677556"", ""phonology_or_text"", 1991, 0, ""Mbuna Gombi 1991""], [""679991"", ""phonology_or_text"", 1980, 0, ""Ndodu-Tsapily Kadzenge 1980""]]}",1.30455,language,30.2242,Africa,,Ngiti,"('Central Ngiti [cent2348]':1,'Northern Ngiti [nort3306]':1,'Southern Ngiti [sout3288]':1)'Ngiti [ngit1239][niy]-l-':1",1948
False,Spoken L1 Language,7,0,0,,18,465,mgd,moru1253,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""https://wals.info/languoid/lect/wals_code_mou"", ""label"": ""Moru""}, {""url"": ""https://en.wikipedia.org/wiki/Moru_language"", ""label"": null}, {""url"": ""https://phoible.org/languages/moru1253"", ""label"": null}, {""url"": ""https://www.wikidata.org/entity/Q6915014"", ""label"": null}], ""meds"": [[""98946"", ""phonology_or_text"", 1986, 25, ""Andersen, Torben 1986""], [""39097"", ""phonology_or_text"", 1984, 16, ""Andersen, Torben 1984""], [""91009"", ""phonology_or_text"", 1940, 7, ""Tucker, Archibald N. 1940""], [""124341"", ""wordlist_or_less"", 1867, 5, ""Morlang, Franz 1867""]]}",5.1232,language,30.3287,Africa,,Moru,"('''Bali''ba [bali1276]':1,'Agi {Moru} [agii1244]':1,'Andri [andr1247]':1,'Kadiro [kadi1246]':1,'Lakama''di [laka1253]':1,'Miza [miza1238]':1,'Moruwa''di [moru1254]':1)'Moru [moru1253][mgd]-l-':1",1952
False,Spoken L1 Language,0,0,0,,18,466,sys,siny1243,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""https://www.wikidata.org/entity/Q56840"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Sinyar_language"", ""label"": null}], ""meds"": [[""569377"", ""phonology_or_text"", 2019, 38, ""Boyeldieu, Pascal 2019""], [""547650"", ""phonology_or_text"", 2015, 16, ""Pascal Boyeldieu 2015""], [""314443"", ""phonology_or_text"", 2013, 10, ""Pascal Boyeldieu 2013""], [""72587"", ""wordlist_or_less"", 1925, 2, ""Grossard, [Jacques Hippolyte] Le Lieutenant-Colonel 1925""]]}",12.1895,language,22.5278,Africa,,Sinyar,'Sinyar [siny1243][sys]-l-':1,1955
False,Spoken L1 Language,3,0,0,,18,466,bot,bong1285,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""https://endangeredlanguages.com/lang/3953"", ""label"": ""Bongo""}, {""url"": ""https://grambank.clld.org/languages/bong1285"", ""label"": ""Bongo""}, {""url"": ""https://wals.info/languoid/lect/wals_code_bgo"", ""label"": ""Bongo""}, {""url"": ""https://en.wikipedia.org/wiki/Bongo_language"", ""label"": null}, {""url"": ""https://phoible.org/languages/bong1285"", ""label"": null}, {""url"": ""https://www.wikidata.org/entity/Q2910067"", ""label"": null}], ""meds"": [[""470694"", ""grammar_sketch"", 2014, 224, ""Daniel Rabbi Moi and Mario Lau Babur Kuduku and Sister Mary Mangira Michael and Simon Hagimir John and Rapheal Zakenia Paul Mafoi and Nyoul Gulluma Kuduku 2014""], [""97151"", ""grammar_sketch"", 1963, 151, ""Santandrea, Stefano 1963""], [""107034"", ""wordlist_or_less"", 1905, 222, ""Gleichen, Albert Edward Wilfred [Count] 1905""], [""84873"", ""wordlist_or_less"", 1869, 213, ""von Heuglin, Theodor 1869""], [""56439"", ""wordlist_or_less"", 1861, 83, ""Petherick, John 1861""]]}",7.4145,language,27.9918,Africa,,Bongo,"('Bungo [bung1266]':1,'Busere Bongo [buse1238]':1,'Tonj Bongo [tonj1245]':1)'Bongo [bong1285][bot]-l-':1",1956
False,Spoken L1 Language,0,0,0,,18,467,lmi,lomb1254,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""https://www.wikidata.org/entity/Q11259563"", ""label"": null}], ""meds"": [[""312591"", ""wordlist_or_less"", 1992, 8, ""D\u00e9molin, Didier 1992""], [""303887"", ""wordlist_or_less"", 1958, 3, ""Larochette, Joseph 1958""], [""29388"", ""wordlist_or_less"", 1924, 2, ""Czekanowski, Jan 1924""], [""23437"", ""wordlist_or_less"", 1916, 2, ""Stuhlmann, Franz 1916-1917""], [""141805"", ""wordlist_or_less"", 1909, 23, ""Maes, Joseph 1909""]]}",0.26796,language,27.342,Africa,,Lombi,'Lombi [lomb1254][lmi]-l-':1,1958
False,Spoken L1 Language,3,0,0,,18,468,ndp,ndoo1242,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""https://www.wikidata.org/entity/Q6983774"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Ndo_language"", ""label"": null}], ""meds"": [[""547228"", ""phonology_or_text"", 1978, 0, ""Banga, Yey Dokery 1978""], [""53144"", ""wordlist_or_less"", 1966, 8, ""Tucker, Archibald N. and Bryan, Margaret A. 1966""], [""79115"", ""wordlist_or_less"", 1910, 8, ""Dundas, Kenneth R. 1910""]]}",2.68546,language,30.5652,Africa,,Ndo,"('Avari [avar1257]':1,'Membi [memb1238]':1,'Oke''bu [okeb1238]':1)'Ndo [ndoo1242][ndp]-l-':1",1960
False,Spoken L1 Language,0,0,0,,30,479,ttk,toto1306,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""https://endangeredlanguages.com/lang/3495"", ""label"": ""Totor\u00f3""}, {""url"": ""https://lexibank.clld.org/languages/hubercolumbian-Totoro"", ""label"": ""Totor\u00f3""}, {""url"": ""https://www.wikidata.org/entity/Q3532756"", ""label"": null}], ""meds"": [[""571872"", ""long_grammar"", 2019, 757, ""Gonzales Casta\u00f1o, Geny 2019""], [""549073"", ""grammar_sketch"", 2014, 145, ""Gonzales Casta\u00f1o, Geny 2014""], [""147392"", ""grammar_sketch"", 1989, 0, ""Pab\u00f3n Triana, Marta 1989""], [""125334"", ""wordlist_or_less"", 1891, 8, ""Daniel G. Brinton 1891""], [""158259"", ""wordlist_or_less"", 1879, 2, ""Anonymous 1879""]]}",2.55149,language,-76.6379,South America,,Totoro,'Totoro [toto1306][ttk]-l-':1,1967
False,Spoken L1 Language,0,0,0,,30,479,gum,guam1248,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""https://endangeredlanguages.com/lang/2697"", ""label"": ""Guambiano""}, {""url"": ""https://grambank.clld.org/languages/guam1248"", ""label"": ""Guambiano""}, {""url"": ""https://lexibank.clld.org/languages/hubercolumbian-Guambiano"", ""label"": ""Guambiano""}, {""url"": ""https://wals.info/languoid/lect/wals_code_gmb"", ""label"": ""Guambiano""}, {""url"": ""https://phoible.org/languages/guam1248"", ""label"": null}, {""url"": ""https://www.wikidata.org/entity/Q2744745"", ""label"": null}], ""meds"": [[""148392"", ""grammar"", 1988, 165, ""V\u00e1squez de Ruiz, Beatriz 1988""], [""112127"", ""grammar_sketch"", 1985, 52, ""Long, Violeta 1985""], [""12380"", ""grammar_sketch"", 1974, 0, ""Long, Violeta 1974""], [""150174"", ""phonology_or_text"", 1973, 18, ""Branks, Judith and Branks, Thomas H. 1973""], [""83214"", ""phonology_or_text"", 1954, 18, ""Caudmont, Jean 1954""], [""15333"", ""wordlist_or_less"", 1952, 40, ""Otero, Jes\u00fas Mar\u00eda 1952""], [""23194"", ""wordlist_or_less"", 1890, 34, ""L\u00e9on Douay 1890""], [""7830"", ""wordlist_or_less"", 1879, 8, ""An\u00f3nimo 1879""], [""34862"", ""wordlist_or_less"", 1860, 0, ""Bollaert, Williams 1860""]]}",2.55849,language,-76.582,South America,,Guambiano,'Guambiano [guam1248][gum]-l-':1,1968
False,Spoken L1 Language,0,0,0,,30,480,NOCODE_Canari,cana1260,"{""iso_retirement"": null, ""ethnologue_comment"": {""isohid"": ""NOCODE_Canari"", ""comment_type"": ""missing"", ""ethnologue_versions"": [""E16"", ""E17"", ""E18"", ""E19"", ""E20"", ""E21"", ""E22"", ""E23"", ""E24"", ""E25"", ""E26"", ""E27"", ""E28""], ""comment"": ""Ca\u00f1ari, an extinct language of Ecuador whose existence can be verified mainly through toponyms, is missing from E16/E17/E18/E19/E20/E21/E22/E23/E24/E25/E26/E27/E28 (**hh:vld:Howard:Canari**, **hh:ld:Paz:Kanar**, **hh:hld:Jijon:Ecuador**).""}, ""links"": [{""url"": ""https://en.wikipedia.org/wiki/Ca%C3%B1ari_language"", ""label"": null}, {""url"": ""https://www.wikidata.org/entity/Q2586402"", ""label"": null}], ""meds"": [[""154956"", ""wordlist_or_less"", 1940, 186, ""Jij\u00f3n y Caama\u00f1o, Jacinto 1940, 1941, 1943, 1945""], [""131160"", ""wordlist_or_less"", 1920, 11, ""Santa Cruz, Joaqu\u00edn 1920, 1921""], [""66619"", ""wordlist_or_less"", 1919, 5, ""Jij\u00f3n y Caama\u00f1o, Jacinto 1919""]]}",-2.47517,language,-78.979054,South America,,Canari,'Canari [cana1260]-l-':1,1969
False,Spoken L1 Language,0,0,0,,30,481,kwi,awac1239,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""https://lexibank.clld.org/languages/hubercolumbian-Awa"", ""label"": ""Awa""}, {""url"": ""https://endangeredlanguages.com/lang/523"", ""label"": ""Awa Pit""}, {""url"": ""https://wals.info/languoid/lect/wals_code_awp"", ""label"": ""Awa Pit""}, {""url"": ""https://grambank.clld.org/languages/awac1239"", ""label"": ""Awa-Cuaiquer""}, {""url"": ""https://lexibank.clld.org/languages/chaconcolumbian-Awa"", ""label"": ""awa""}, {""url"": ""https://en.wikipedia.org/wiki/Awa_Pit_language"", ""label"": null}, {""url"": ""https://phoible.org/languages/awac1239"", ""label"": null}, {""url"": ""https://www.wikidata.org/entity/Q2603103"", ""label"": null}], ""meds"": [[""14623"", ""long_grammar"", 1997, 399, ""Timothy Curnow 1997""], [""311500"", ""grammar"", 1992, 192, ""Pedro Obando Ord\u00f3\u00f1ez 1992""], [""46559"", ""grammar"", 1985, 127, ""Obando O., Pedro V. and Henriksen, Lee A. 1985""], [""158929"", ""grammar"", 1977, 0, ""Woods, Frances M. and Longacre, Robert E. 1977""], [""137493"", ""grammar"", 1976, 0, ""Longacre, Robert E. and Woods, Frances 1976""], [""118064"", ""wordlist_or_less"", 1884, 192, ""Andr\u00e9, \u00c9douard Fran\u00e7ois 1884""]]}",1.21652,language,-78.3401,South America,,Awa-Cuaiquer,'Awa-Cuaiquer [awac1239][kwi]-l-':1,1971
False,Spoken L1 Language,2,0,0,,33,486,mtj,mosk1236,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""https://lexibank.clld.org/languages/johanssonsoundsymbolic-Moskona"", ""label"": ""Moskona""}, {""url"": ""https://en.wikipedia.org/wiki/Moskona_language"", ""label"": null}, {""url"": ""https://www.wikidata.org/entity/Q11288953"", ""label"": null}], ""meds"": [[""125148"", ""long_grammar"", 2010, 599, ""Gloria Gravelle 2010""], [""702998"", ""grammar_sketch"", 1991, 184, ""Jung, Min-Young and Jung, Jae-Jin 1991""], [""94842"", ""wordlist_or_less"", 1985, 2, ""Jelle Miedema and F. I. Welling 1985""], [""126692"", ""wordlist_or_less"", 1975, 1, ""C. L. Voorhoeve 1975""]]}",-1.62201,language,133.145,Papunesia,,Moskona,"('Northern Moskona [nort3431]':1,'Southern Moskona [sout3419]':1)'Moskona [mosk1236][mtj]-l-':1",1975
False,Spoken L1 Language,5,0,0,,33,486,mej,meya1236,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""https://grambank.clld.org/languages/meya1236"", ""label"": ""Meyah""}, {""url"": ""https://wals.info/languoid/lect/wals_code_mea"", ""label"": ""Meyah""}, {""url"": ""https://en.wikipedia.org/wiki/Meyah_language"", ""label"": null}, {""url"": ""https://www.wikidata.org/entity/Q2262353"", ""label"": null}], ""meds"": [[""108227"", ""long_grammar"", 2004, 456, ""Gilles Gravelle 2004""], [""72812"", ""grammar_sketch"", 2002, 72, ""Gilles Gravelle 2002""], [""571973"", ""phonology_or_text"", 2001, 102, ""Gilles Gravelle 2001""], [""39532"", ""phonology_or_text"", 1997, 19, ""Gravelle, Gilles 1997""], [""702319"", ""phonology_or_text"", 1991, 113, ""Gravelle, Gilles and Gravelle, Gloria 1991""], [""125284"", ""phonology_or_text"", 1990, 18, ""Gravelle, Gilles 1990""], [""46911"", ""wordlist_or_less"", 1923, 20, ""Wirz, Paul 1923""], [""56549"", ""wordlist_or_less"", 1893, 3, ""F. S. A. de Clercq 1893""]]}",-1.18016,language,133.618,Papunesia,,Meyah,"('Irires [irir1234]':1,'Manokwari Meyah [mano1277]':1,'Mekeyiba Efej [meke1245]':1,'Sidei [side1241]':1,'Testega [test1234]':1)'Meyah [meya1236][mej]-l-':1",1976
False,Mixed Language,0,0,0,,36,497,yec,yeni1236,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""https://www.wikidata.org/entity/Q1365342"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Yenish_language"", ""label"": null}], ""meds"": [[""650453"", ""wordlist_or_less"", 1915, 281, ""Wittich, Engelbert 1915-1916""]]}",48.2483,language,8.47267,Eurasia,,Yeniche,'Yeniche [yeni1236][yec]-l-':1,1977
False,Mixed Language,0,0,0,,36,498,gjr,guri1249,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""https://www.wikidata.org/entity/Q5620091"", ""label"": null}, {""url"": ""https://apics-online.info/contributions/72"", ""label"": ""Gurindji Kriol""}, {""url"": ""https://en.wikipedia.org/wiki/Gurindji_Kriol_language"", ""label"": null}], ""meds"": [[""176469"", ""grammar_sketch"", 2011, 168, ""Felicity Meakins 2011""], [""24785"", ""grammar_sketch"", 2005, 22, ""Patrick McConvell and Felicity Meakins 2005""], [""682583"", ""wordlist_or_less"", 2003, 0, ""Meakins, Felicity 2003-2006""]]}",-17.4484,language,130.833,Australia,,Gurindji Kriol,'Gurindji Kriol [guri1249][gjr]-l-':1,1978
False,Mixed Language,4,0,0,,36,499,mue,medi1245,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""https://www.wikidata.org/entity/Q36066"", ""label"": null}, {""url"": ""https://apics-online.info/contributions/73"", ""label"": ""Media Lengua""}, {""url"": ""https://en.wikipedia.org/wiki/Media_Lengua"", ""label"": null}], ""meds"": [[""48615"", ""grammar_sketch"", 2008, 228, ""Rend\u00f3n, Jorge G\u00f3mez 2008""], [""103143"", ""grammar_sketch"", 1997, 62, ""Pieter Muysken 1997""], [""175396"", ""phonology_or_text"", 1981, 22, ""Muysken, Pieter 1981""], [""86781"", ""wordlist_or_less"", 1980, 9, ""Muysken, Pieter 1980""], [""683268"", ""wordlist_or_less"", 1979, 16, ""Muysken, Pieter 1979""]]}",-1.04518,language,-78.5392,South America,,Media Lengua,"(('Salcedo Media Lengua [salc1240]':1,'Yacubamba Media Lengua [yacu1234]':1)'Cotopaxi Media Lengua [coto1254]':1,'Imbabura Media Lengua [imba1242]':1)'Media Lengua [medi1245][mue]-l-':1",1979
False,Mixed Language,0,0,0,,36,500,NOCODE_Light-Warlpiri,ligh1234,"{""iso_retirement"": null, ""ethnologue_comment"": {""isohid"": ""NOCODE_Light-Warlpiri"", ""comment_type"": ""missing"", ""ethnologue_versions"": [""E16"", ""E17"", ""E18"", ""E19"", ""E20"", ""E21"", ""E22"", ""E23"", ""E24"", ""E25"", ""E26"", ""E27"", ""E28""], ""comment"": ""Light Warlpiri, an Australian mixed language, is missing from E16/E17/E18/E19/E20/E21/E22/E23/E24/E25/E26/E27/E28 (**hh:s:OShannessy:Light-Warlpiri**).""}, ""links"": [{""url"": ""https://en.wikipedia.org/wiki/Light_Warlpiri"", ""label"": null}, {""url"": ""https://www.wikidata.org/entity/Q6546108"", ""label"": null}], ""meds"": [[""111669"", ""grammar_sketch"", 2006, 301, ""Carmel O'Shannessy 2006""], [""81362"", ""grammar_sketch"", 2005, 27, ""Carmel O'Shannessy 2005""]]}",,language,,Australia,,Light Warlpiri,'Light Warlpiri [ligh1234]-l-':1,1980
False,Mixed Language,0,0,0,,36,501,NOCODE_Magati,maga1271,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [], ""meds"": [[""419807"", ""wordlist_or_less"", 1986, 5, ""Jadwiga Pstrusi\u0144ska 1986""]]}",,language,,Eurasia,,Magati,'Magati [maga1271]-l-':1,1981
False,Mixed Language,0,0,0,,36,501,NOCODE_Afghanistan-Gorbati,afgh1240,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""https://www.wikidata.org/entity/Q33519887"", ""label"": null}], ""meds"": [[""427228"", ""wordlist_or_less"", 1995, 3, ""Rao, Aparna 1995""], [""301571"", ""wordlist_or_less"", 1979, 0, ""Aparna Rao 1979""]]}",,language,,Eurasia,,Afghanistan Gorbat,'Afghanistan Gorbat [afgh1240]-l-':1,1982
False,Mixed Language,0,0,0,,36,501,NOCODE_Caspian-Eastern-Persia-Gypsy,casp1241,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [], ""meds"": [[""310635"", ""wordlist_or_less"", 1914, 17, ""Ivanow, Wladimir 1914""], [""401325"", ""wordlist_or_less"", 1904, 14, ""de Morgan, Jacques 1904""]]}",,language,,Eurasia,,Caspian and eastern Persia Gypsy,'Caspian and eastern Persia Gypsy [casp1241]-l-':1,1983
False,Mixed Language,0,0,0,,36,501,NOCODE_Central-Southern-Persian-Gypsy,cent2304,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [], ""meds"": [[""140069"", ""wordlist_or_less"", 1949, 23, ""Mo\u1e25ammad Moqaddam 1328 AHS [1949]""], [""419188"", ""wordlist_or_less"", 1927, 8, ""A. Wirth 1927""], [""467589"", ""wordlist_or_less"", 1906, 5, ""Percy Molesworth Sykes 1906""], [""406753"", ""wordlist_or_less"", 1902, 4, ""Percy Molesworth Sykes 1902""]]}",,language,,Eurasia,,Central-Southern Persian Gypsy,'Central-Southern Persian Gypsy [cent2304]-l-':1,1984
False,Spoken L1 Language,0,0,0,,37,503,NOCODE_Awaswas,sant1428,"{""iso_retirement"": null, ""ethnologue_comment"": {""isohid"": ""NOCODE_Awaswas"", ""comment_type"": ""missing"", ""ethnologue_versions"": [""E16"", ""E17"", ""E18"", ""E19"", ""E20"", ""E21"", ""E22"", ""E23"", ""E24"", ""E25"", ""E26"", ""E27"", ""E28""], ""comment"": ""Awaswas, an extinct Costanoan language of uncertain status was documented only in mixed mission records, but was arguably a distinct Costanoan language (**hh:hvb:Golla:California**:165-166, **hh:hvw:Callaghan:Utian**:14-18).""}, ""links"": [{""url"": ""https://www.wikidata.org/entity/Q15660915"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Awaswas_language"", ""label"": null}], ""meds"": [[""313851"", ""wordlist_or_less"", 1888, 14, ""R. F. Heizer 1952 [1888]""]]}",36.97685,language,-122.03036,North America,,Awaswas,'Awaswas [sant1428]-l-':1,1987
False,Spoken L1 Language,3,0,0,,37,503,cst,nort2969,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""https://endangeredlanguages.com/lang/7409"", ""label"": ""San Francisco Bay Costanoan""}, {""url"": ""https://www.wikidata.org/entity/Q25559666"", ""label"": null}], ""meds"": [[""313851"", ""wordlist_or_less"", 1888, 14, ""R. F. Heizer 1952 [1888]""], [""38887"", ""wordlist_or_less"", 1877, 1, ""J. W. Powell 1877""]]}",37.436487,language,-121.827674,North America,,San Francisco Bay Ohlone,"('Chocheño [east2548]':1,'Ramaytush [sanf1261]':1,'Tamyen [sant1427]':1)'San Francisco Bay Ohlone [nort2969][cst]-l-':1",1988
False,Spoken L1 Language,0,0,0,,37,503,krb,kark1259,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""https://www.wikidata.org/entity/Q3193345"", ""label"": null}, {""url"": ""https://en.wikipedia.org/wiki/Karkin_language"", ""label"": null}], ""meds"": [[""28638"", ""wordlist_or_less"", 1988, 9, ""Callaghan, Catherine A. 1988""]]}",38.01944,language,-122.13417,North America,,Karkin,'Karkin [kark1259][krb]-l-':1,1989
False,Spoken L1 Language,0,0,0,,38,504,tub,tuba1278,"{""iso_retirement"": null, ""ethnologue_comment"": null, ""links"": [{""url"": ""https://endangeredlanguages.com/lang/6513"", ""label"": ""Tubatulabal""}, {""url"": ""https://grambank.clld.org/languages/tuba1278"", ""label"": ""T\u00fcbatulabal""}, {""url"": ""https://lexibank.clld.org/languages/utoaztecan-Tubatulabel"", ""label"": ""T\u00fcbatulabal""}, {""url"": ""https://wals.info/languoid/lect/wals_code_tbb"", ""label"": ""T\u00fcbatulabal""}, {""url"": ""https://en.wikipedia.org/wiki/T%C3%BCbatulabal_language"", ""label"": null}, {""url"": ""https://www.wikidata.org/entity/Q56704"", ""label"": null}], ""meds"": [[""9737"", ""grammar"", 1935, 135, ""Voegelin, Charles F. 1935""], [""156492"", ""wordlist_or_less"", 1907, 4, ""Kroeber, Alfred L. 1907""]]}",35.327,language,-117.163,North America,,Tübatulabal,'Tübatulabal [tuba1278][tub]-l-':1,1993
